LinkRole,http://www.xbrl.org/2003/role/link,,,,,,,,,,,,,,,,
Definition,,,,,,,,,,,,,,,,,
,,,,,,ref,,,,,,,,,,,
4901,ifrs-full,WeightedAverageExercisePriceOfOtherEquityInstrumentsGrantedInSharebasedPaymentArrangement2019,주식기준보상약정 중 부여된 기타지분상품의 가중평균행사가격,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4902,ifrs-full,WeightedAverageExercisePriceOfOtherEquityInstrumentsOutstandingInSharebasedPaymentArrangement2019,주식기준보상약정 중 존속하는 기타지분상품의 가중평균행사가격,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4903,ifrs-full,WeightedAverageExercisePriceOfShareOptionsExercisableInSharebasedPaymentArrangement2019,주식기준보상약정 중 행사가능한 주식선택권의 가중평균행사가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_vii&doctype=Standard,2021-03-24,vii,,,dart_all,
4904,ifrs-full,WeightedAverageExercisePriceOfShareOptionsExercisedInSharebasedPaymentArrangement2019,주식기준보상약정 중 행사된 주식선택권의 가중평균행사가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_iv&doctype=Standard,2021-03-24,iv,,,dart_all,
4905,ifrs-full,WeightedAverageExercisePriceOfShareOptionsExpiredInSharebasedPaymentArrangement2019,주식기준보상약정 중 만료된 주식선택권의 가중평균행사가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_v&doctype=Standard,2021-03-24,v,,,dart_all,
4906,ifrs-full,WeightedAverageExercisePriceOfShareOptionsForfeitedInSharebasedPaymentArrangement2019,주식기준보상약정 중 몰수된 주식선택권의 가중평균행사가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4907,ifrs-full,WeightedAverageExercisePriceOfShareOptionsGrantedInSharebasedPaymentArrangement2019,주식기준보상약정 중 부여된 주식선택권의 가중평균행사가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_ii&doctype=Standard,2021-03-24,ii,,,dart_all,
4908,ifrs-full,WeightedAverageExercisePriceOfShareOptionsInSharebasedPaymentArrangementExercisedDuringPeriodAtDateOfExercise2019,회계기간에 행사된 주식기준보상약정의 주식선택권의 행사일 현재 주가의 가중평균,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_c&doctype=Standard,2021-03-24,,,,dart_all,
4909,ifrs-full,WeightedAverageExercisePriceOfShareOptionsOutstandingInSharebasedPaymentArrangement2019,주식기준보상약정 중 발행된 주식선택권의 가중평균행사가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_i&doctype=Standard,2021-03-24,i,,,dart_all,
4910,ifrs-full,WeightedAverageExercisePriceOfShareOptionsOutstandingInSharebasedPaymentArrangement2019,주식기준보상약정 중 발행된 주식선택권의 가중평균행사가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_vi&doctype=Standard,2021-03-24,vi,,,dart_all,
4911,ifrs-full,WeightedAverageSharePrice2019,가중평균 주가,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_c&doctype=Standard,2021-03-24,,,,dart_all,
4912,ifrs-full,WeightedAverageSharePriceShareOptionsGranted2019,"가중평균 주가, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4913,ifrs-full,ExercisePriceOfOutstandingShareOptions2019,존속하는 주식선택권의 행사가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4914,ifrs-full,ExercisePriceShareOptionsGranted2019,"행사가격, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4915,ifrs-full,IncreaseDecreaseThroughNetExchangeDifferencesGoodwill,"순외환차이를 통한 증가(감소), 영업권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B67,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B67_d_vi&doctype=Appendix&subtype=B,2021-03-24,vi,,,dart_all,
4916,ifrs-full,AdditionalRecognitionGoodwill,"추가인식, 영업권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B67,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B67_d_ii&doctype=Appendix&subtype=B,2021-03-24,ii,,,dart_all,
4917,ifrs-full,ChangesInGoodwill,영업권의 증가(감소),,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B67,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B67_d&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4918,ifrs-full,ImpairmentLossRecognisedInProfitOrLossGoodwill,"당기손익으로 인식된 손상차손, 영업권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B67,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B67_d_v&doctype=Appendix&subtype=B,2021-03-24,v,,,dart_all,
4919,ifrs-full,IncreaseDecreaseThroughTransfersAndOtherChangesGoodwill,"기타 변동에 따른 증가(감소), 영업권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B67,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B67_d_vii&doctype=Appendix&subtype=B,2021-03-24,vii,,,dart_all,
4920,ifrs-full,DisclosureOfBusinessCombinationsTable,사업결합에 대한 세부 정보 공시 [표],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4921,ifrs-full,NameOfAcquiree,피취득자에 대한 명칭,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_a&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4922,ifrs-full,PercentageOfVotingEquityInterestsAcquired,취득한 의결권이 있는 지분율,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_c&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4923,ifrs-full,BusinessCombinationsAxis,사업결합 [축],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4924,ifrs-full,BusinessCombinationsMember,사업결합 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4925,ifrs-full,DescriptionOfAcquiree,피취득자에 대한 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_a&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4926,ifrs-full,DisclosureOfBusinessCombinationsExplanatory,사업결합에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&doctype=Standard&dita_xref=IFRS03_g59-63__IFRS03_g59-63_TI,2021-03-24,,,Disclosures,dart_all,
4927,ifrs-full,IdentifiableAssetsAcquiredLiabilitiesAssumed,취득한 식별가능자산(인수한 부채),,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,B64,2021-01-01,i,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_i&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4928,ifrs-full,IdentifiableAssetsAcquiredLiabilitiesAssumed,취득한 식별가능자산(인수한 부채),,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,IE72,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_IE72&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4929,ifrs-full,FinancialAssetsRecognisedAsOfAcquisitionDate,취득일 현재 인식한 금융자산,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,B64,2021-01-01,i,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_i&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4930,ifrs-full,FinancialAssetsRecognisedAsOfAcquisitionDate,취득일 현재 인식한 금융자산,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,IE72,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_IE72&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4931,ifrs-full,InventoryRecognisedAsOfAcquisitionDate,취득일 현재 인식한 재고자산,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,B64,2021-01-01,i,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_i&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4932,ifrs-full,InventoryRecognisedAsOfAcquisitionDate,취득일 현재 인식한 재고자산,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,IE72,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_IE72&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4933,ifrs-full,PropertyPlantAndEquipmentRecognisedAsOfAcquisitionDate,취득일 현재 인식한 유형자산,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,B64,2021-01-01,i,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_i&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4934,ifrs-full,PropertyPlantAndEquipmentRecognisedAsOfAcquisitionDate,취득일 현재 인식한 유형자산,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,IE72,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_IE72&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4935,ifrs-full,IdentifiableIntangibleAssetsRecognisedAsOfAcquisitionDate,취득일 현재 인식한 식별가능한 무형자산,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,B64,2021-01-01,i,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_i&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4936,ifrs-full,IdentifiableIntangibleAssetsRecognisedAsOfAcquisitionDate,취득일 현재 인식한 식별가능한 무형자산,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,IE72,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_IE72&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4937,ifrs-full,FinancialLiabilitiesRecognisedAsOfAcquisitionDate,취득일 현재 인식한 금융부채,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,B64,2021-01-01,i,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_i&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4938,ifrs-full,FinancialLiabilitiesRecognisedAsOfAcquisitionDate,취득일 현재 인식한 금융부채,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,IE72,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_IE72&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4939,ifrs-full,ContingentLiabilitiesRecognisedAsOfAcquisitionDate,취득일 현재 인식한 우발부채,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,B64,2021-01-01,i,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_i&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4940,ifrs-full,ContingentLiabilitiesRecognisedAsOfAcquisitionDate,취득일 현재 인식한 우발부채,,http://www.xbrl.org/2003/role/exampleRef,IFRS,3,IE72,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_IE72&doctype=Illustrative%20Examples,2021-03-24,,,,dart_all,
4941,ifrs-full,DisclosureOfDetailedInformationAboutBusinessCombinationsExplanatory,사업결합에 대한 세부 정보 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&doctype=Appendix&subtype=B&dita_xref=IFRS03_gB64-B67_TI,2021-03-24,,,Disclosures application of paragraphs 59 and 61,dart_all,
4942,ifrs-full,EntitysTotalForBusinessCombinationsMember,사업결합 합계 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4943,ifrs-full,EntitysTotalForBusinessCombinationsMember,사업결합 합계 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B67,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B67&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4944,ifrs-full,DescriptionOfNatureAndFinancialEffectOfBusinessCombinationsAfterReportingPeriodBeforeStatementsAuthorisedForIssue,보고기간종료일로부터 재무제표 발행승인일까지의 기간동안 발생한 사업결합의 내용과 재무효과에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,59,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_59_b&doctype=Standard,2021-03-24,,,,dart_all,
4945,ifrs-full,DescriptionOfNatureAndFinancialEffectOfBusinessCombinationsDuringPeriod,보고기간 동안 발생한 사업결합의 내용과 재무효과에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,59,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_59_a&doctype=Standard,2021-03-24,,,,dart_all,
4946,ifrs-full,ExplanationOfFinancialEffectOfAdjustmentsRelatedToBusinessCombinations,사업결합과 관련된 조정의 재무효과에 대한 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,61,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_61&doctype=Standard,2021-03-24,,,,dart_all,
4947,ifrs-full,DecreaseThroughClassifiedAsHeldForSaleGoodwill,"매각예정으로의 분류를 통한 감소, 영업권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B67,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B67_d_iv&doctype=Appendix&subtype=B,2021-03-24,iv,,,dart_all,
4948,ifrs-full,AggregatedIndividuallyImmaterialBusinessCombinationsMember,개별적으로 중요하지 않은 사업결합들의 집합 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B65,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B65&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4949,ifrs-full,DescriptionOfHowAcquirerObtainedControlOfAcquiree,피취득자에 대한 취득자의 지배력 획득 방법에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_d&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4950,ifrs-full,DescriptionOfFactorsThatMakeUpGoodwillRecognised,인식된 영업권의 구성요소에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,e,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_e&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4951,ifrs-full,AcquisitiondateFairValueOfTotalConsiderationTransferred,"이전대가, 취득일의 공정가치",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,f,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_f&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4952,ifrs-full,CashTransferred,이전된 현금,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,f,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_f_i&doctype=Appendix&subtype=B,2021-03-24,i,,,dart_all,
4953,ifrs-full,OtherTangibleOrIntangibleAssetsTransferred,이전된 그 밖의 유형자산이나 무형자산,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,f,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_f_ii&doctype=Appendix&subtype=B,2021-03-24,ii,,,dart_all,
4954,ifrs-full,LiabilitiesIncurred,발생한 부채,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,f,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_f_iii&doctype=Appendix&subtype=B,2021-03-24,iii,,,dart_all,
4955,ifrs-full,EquityInterestsOfAcquirer,취득자의 지분,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,f,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_f_iv&doctype=Appendix&subtype=B,2021-03-24,iv,,,dart_all,
4956,ifrs-full,DescriptionOfArrangementForContingentConsiderationArrangementsAndIndemnificationAssets,조건부 대가 약정과 보상자산을 위한 약정에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,g,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_g_ii&doctype=Appendix&subtype=B,2021-03-24,ii,,,dart_all,
4957,ifrs-full,DescriptionOfEstimateOfRangeOfOutcomesFromContingentConsiderationArrangementsAndIndemnificationAssets,조건부 대가 약정과 보상자산의 할인되지 않은 결과 범위의 추정치에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,g,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_g_iii&doctype=Appendix&subtype=B,2021-03-24,iii,,,dart_all,
4958,ifrs-full,FairValueOfAcquiredReceivables,취득한 수취채권의 공정가치,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,h,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_h_i&doctype=Appendix&subtype=B,2021-03-24,i,,,dart_all,
4959,ifrs-full,GrossContractualAmountsReceivableForAcquiredReceivables,취득한 수취채권의 계약상 총액,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,h,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_h_ii&doctype=Appendix&subtype=B,2021-03-24,ii,,,dart_all,
4960,ifrs-full,BestEstimateAtAcquisitionDateOfContractualCashFlowsNotExpectedToBeCollectedForAcquiredReceivables,취득한 수취채권 중 회수될 것으로 기대되지 않는 계약상 현금흐름에 대한 취득일 현재의 최선의 추정치,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,3,B64,2021-01-01,h,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=3&code=ifrs-tx-2021-en-r&anchor=para_B64_h_iii&doctype=Appendix&subtype=B,2021-03-24,iii,,,dart_all,
